source_layer,source_head,downstream_layer_count,M_plus_AC,M_plus_CA,M_plus_residual,I_AC,I_CA,I_residual
2,6,30,0.005807629162569394,0.005767682064206178,0.005784326080555495,0.0011123330690168132,0.0010392093309860683,0.0010757712000014409
2,7,30,0.0074200787899294405,0.006774140563901576,0.00709710967691551,0.007119406976744358,0.00671372855165373,0.0069165677641990445
2,8,30,0.0058455919503415995,0.00575645859954354,0.005776897194821185,0.0024272217347743206,0.002036702280975078,0.0022319620078746993
2,9,30,0.005380299806615779,0.005876417014292816,0.005589264132888047,-0.001100666231559444,-0.0013352326790936786,-0.0012179494553265615
2,10,30,0.009689847257988521,0.007933694331534865,0.008811770794761696,0.030940641337656415,0.028648585634073243,0.02979461348586483
2,11,30,0.010886583575373287,0.008124505539084718,0.009505544557229005,0.03919356907572365,0.041468033095588906,0.04033080108565627
2,12,30,0.0061081220396991395,0.00651857859805806,0.0063114218959878345,0.004829959338164968,0.004623729217382788,0.004726844277773878
2,13,30,0.005872141584391032,0.006558247480725878,0.006197688450164878,0.007842625956618577,0.007224251264369741,0.007533438610494159
2,14,30,0.0057741367608033075,0.005296907847802418,0.005484694457147151,-0.0004522300745065877,-0.0004271253752449411,-0.0004396777248757644
2,15,30,0.005787382862302479,0.005889639523853477,0.005832157831156319,0.0013268214001982415,0.0010844198150948615,0.0012056206076465515
2,16,30,0.015150150226971274,0.009955589411103648,0.012550875221145553,0.06732741930409247,0.06512383638801111,0.0662256278460518
2,17,30,0.006363042401289741,0.0057226004483151025,0.0060406412345715725,0.006102667976847442,0.005074492209314485,0.005588580093080964
2,18,30,0.013089801537456083,0.01223502864162737,0.012662415089541728,0.06428186458178971,0.0626862279973011,0.0634840462895454
2,19,30,0.005595104395399962,0.005738960766484574,0.005639200386162838,0.0025189996318658813,0.002458537692473328,0.0024887686621696044
2,20,30,0.01568405624236381,0.012585061318204681,0.014134558780284247,0.19227893688948824,0.19112811830127613,0.19170352759538217
2,21,30,0.009440493969913366,0.007942114285697528,0.008691304127805447,0.10939581827260554,0.11137472474947571,0.11038527151104063
2,22,30,0.005702787921360178,0.005530147131999476,0.0055643694318385905,-0.0021515494229788603,-0.0023042172670102445,-0.0022278833449945524
2,23,30,0.00565582200137025,0.005678651873642764,0.005650664797231239,0.0028431431678654917,0.002965868884621159,0.0029045060262433255
2,24,30,0.007848131036325702,0.006333149518015659,0.007090640277170681,0.014416339451418025,0.013930715968308504,0.014173527709863264
2,25,30,0.005142115978065742,0.006162511083691082,0.00562366666058691,-7.656791431145393e-05,0.000142443922777602,3.293800423307403e-05
2,26,30,0.006039137700252581,0.006504833080055713,0.006271985390154148,0.006289181418833323,0.006456072849596239,0.00637262713421478
2,27,30,0.005630210771720695,0.006018100926169983,0.005824092028398507,0.0023884075726527954,0.002102649793596356,0.0022455286831245757
2,28,30,0.01567727205132049,0.01054370184921755,0.013110486950269019,0.06347877341904677,0.06365274008712732,0.06356575675308704
2,29,30,0.0050790915729928094,0.006151271596826292,0.0055895742809604345,-2.374365483319707e-05,-0.00028589364060280784,-0.00015481864771800245
2,30,30,0.012578641372114703,0.009251471670123882,0.010915056521119291,0.03760062647343147,0.03639877828754834,0.036999702380489906
2,31,30,0.004254395895269644,0.0059674408431142,0.0050502577802679595,-0.014539147025061538,-0.01730032218947599,-0.015919734607268764
3,0,29,0.006295472722981863,0.0057854459235596465,0.006038813929588227,0.002857676522648944,0.0027581019236095016,0.0028078892231292226
